species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0K08624g	HAP4	CAGL-IPF3095|CAGL-CDS3189.1|CAG61559.1	ORF|Verified	Component of CCAAT-binding factor complex that functions as transcription factor; regulates expression of respiratory genes and genes involved in iron homeostasis	HAP4	868568	870420	1852	ChrK_C_glabrata_CBS138	OG0006580	{'GO:0005634', 'GO:0006355', 'GO:0003713', 'GO:0003677', 'GO:0043457', 'GO:0006879', 'GO:0016602', 'GO:0000436', 'GO:0001102'}	{'GO:0003713', 'GO:0003677', 'GO:0043457', 'GO:0006879', 'GO:0016602', 'GO:0000436', 'GO:0001102'}
Candida_glabrata	CAGL0K08646g		CAGL-IPF3090|CAGL-CDS3456.1|CAG61560.1	ORF|Uncharacterized	Ortholog(s) have chromatin binding activity, role in regulation of transcription by RNA polymerase II, tRNA wobble uridine modification and cytoplasm, nucleus localization	KTI12	872921	874003	1082	ChrK_C_glabrata_CBS138	OG0001190	{'GO:0005737', 'GO:0003682', 'GO:0005634', 'GO:0002098', 'GO:0006357'}	{'GO:0005737', 'GO:0003682', 'GO:0005634', 'GO:0002098', 'GO:0006357'}
Candida_glabrata	CAGL0K08668g	MET28	CAGL-IPF3089|CAGL-CDS4248.1|CAG61561.1	ORF|Uncharacterized	bZIP domain-containing protein	MET28	875331	876083	752	ChrK_C_glabrata_CBS138	OG0000083	{'GO:0031335', 'GO:0006355', 'GO:0003700', 'GO:0043565', 'GO:0089713', 'GO:0006357', 'GO:2000679', 'GO:0001102'}	{'GO:0031335', 'GO:0003700', 'GO:0043565', 'GO:0089713', 'GO:0006357', 'GO:2000679', 'GO:0001102'}
Candida_glabrata	CAGL0K08690g		CAGL-IPF3086|CAGL-CDS1786.1|CAG61562.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YIR016W and Saccharomyces cerevisiae S288C : YIR016W	YIR016W	876621	879191	2570	ChrK_C_glabrata_CBS138	OG0000520	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0K08712g		CAGL-IPF3084|CAGL-CDS5069.1|CAG61563.1	ORF|Uncharacterized	Ortholog(s) have ribonuclease P activity, role in intronic box C/D snoRNA processing, tRNA processing and nucleolar ribonuclease P complex localization	RPR2	879866	880252	386	ChrK_C_glabrata_CBS138	OG0003888	{'GO:0008033', 'GO:0006396', 'GO:0004526', 'GO:0034965', 'GO:0005655'}	{'GO:0034965', 'GO:0005655', 'GO:0004526', 'GO:0008033'}
Candida_glabrata	CAGL0K08734g		CAGL-IPF3082|CAGL-CDS3937.1|CAG61564.1	ORF|Uncharacterized	Ortholog(s) have role in cellular protein-containing complex localization and Dsc E3 ubiquitin ligase complex localization	YIR014W	880452	881408	956	ChrK_C_glabrata_CBS138	OG0006933	{'GO:0034629', 'GO:0044695', 'GO:0003674'}	{'GO:0034629', 'GO:0044695', 'GO:0003674'}
Candida_glabrata	CAGL0K08756g	AP5	CAGL-IPF3080|CAGL-CDS3164.1|CAG61565.1|YAP5	ORF|Verified	bZIP domain-containing protein	YAP5	881842	883056	1214	ChrK_C_glabrata_CBS138	OG0006690	{'GO:0031939', 'GO:0006355', 'GO:0000122', 'GO:0003700', 'GO:0006879', 'GO:0000790', 'GO:0010723', 'GO:0043565', 'GO:0000981'}	{'GO:0031939', 'GO:0000122', 'GO:0006879', 'GO:0000790', 'GO:0010723', 'GO:0043565', 'GO:0000981'}
Candida_glabrata	CAGL0K08778r	tT(AGU)9	tRNA-Thr (AGT)|tT(AGT)9	tRNA|Uncharacterized	tRNA-Thr, predicted by tRNAscan-SE; AGU anticodon		883144	883216	72	ChrK_C_glabrata_CBS138		{'GO:0005575', 'GO:0033437', 'GO:0002182'}	{'GO:0005575', 'GO:0033437', 'GO:0002182'}
Candida_glabrata	CAGL0K08800g	ADI1	CAGL-IPF3078|CAGL-CDS4634.1|CAG61566.1	ORF|Uncharacterized	Ortholog(s) have acireductone dioxygenase (Ni2+-requiring) activity and role in L-methionine salvage from methylthioadenosine	ADI1	883781	884453	672	ChrK_C_glabrata_CBS138	OG0001649	{'GO:0055114', 'GO:0010309', 'GO:0019509', 'GO:0005575', 'GO:0010308', 'GO:0016491'}	{'GO:0055114', 'GO:0010309', 'GO:0019509', 'GO:0005575', 'GO:0010308'}
Candida_glabrata	CAGL0K08822g		CAGL-IPF3077|CAGL-CDS2388.1|CAG61567.1	ORF|Uncharacterized	Ortholog(s) have role in phospholipid translocation, retrograde transport, endosome to Golgi and endosome, trans-Golgi network localization	ANY1	884711	886489	1778	ChrK_C_glabrata_CBS138	OG0001025	{'GO:0005768', 'GO:0003674', 'GO:0042147', 'GO:0045332', 'GO:0005802'}	{'GO:0005768', 'GO:0003674', 'GO:0042147', 'GO:0045332', 'GO:0005802'}
Candida_glabrata	CAGL0K08844g		CAGL-IPF3074|CAGL-CDS2025.1|CAG61568.1	ORF|Uncharacterized	Ortholog(s) have gamma-butyrobetaine dioxygenase activity and role in carnitine biosynthetic process, mitochondrion organization	AIM17	887371	889073	1702	ChrK_C_glabrata_CBS138	OG0001862	{'GO:0055114', 'GO:0008336', 'GO:0007005', 'GO:0045329', 'GO:0005575', 'GO:0016491'}	{'GO:0055114', 'GO:0008336', 'GO:0007005', 'GO:0045329', 'GO:0005575'}
Candida_glabrata	CAGL0K08866g		CAGL-IPF3072|CAGL-CDS3328.1|CAG61569.1	ORF|Uncharacterized	Putative non-ATPase regulatory subunit of 26S proteasome; gene is upregulated in azole-resistant strain	RPN8	889371	890575	1204	ChrK_C_glabrata_CBS138	OG0001840	{'GO:0003674', 'GO:0008541', 'GO:0005838', 'GO:0035690', 'GO:0008237', 'GO:0005515', 'GO:1990023', 'GO:0034515', 'GO:0070122'}	{'GO:0003674', 'GO:0035690', 'GO:1990023', 'GO:0008541', 'GO:0034515'}
Candida_glabrata	CAGL0K08888g		CAGL-IPF3071|CAGL-CDS1870.1|CAG61570.1	ORF|Uncharacterized	Ortholog(s) have guanyl-nucleotide exchange factor activity, translation initiation factor activity	GCD1	890238	892741	2503	ChrK_C_glabrata_CBS138	OG0001744	{'GO:0002183', 'GO:0005851', 'GO:0006446', 'GO:0032045', 'GO:0005085', 'GO:1903574', 'GO:0003743'}	{'GO:0002183', 'GO:0005851', 'GO:0006446', 'GO:0032045', 'GO:0005085', 'GO:1903574', 'GO:0003743'}
Candida_glabrata	CAGL0K08910g		CAGL-IPF3068|CAGL-CDS2508.1|CAG61571.1	ORF|Uncharacterized	Ortholog(s) have protein domain specific binding, ubiquitin protein ligase binding activity	RPT4	892859	895177	2318	ChrK_C_glabrata_CBS138	OG0001348	{'GO:0005524', 'GO:0036402', 'GO:0030433', 'GO:0006289', 'GO:0032968', 'GO:0005737', 'GO:0005634', 'GO:0045899', 'GO:0016787', 'GO:0070682', 'GO:0030163', 'GO:0031939', 'GO:0016887', 'GO:0008540', 'GO:0000166', 'GO:0031625', 'GO:1902801', 'GO:0017111', 'GO:0019904'}	{'GO:0005524', 'GO:0030433', 'GO:0006289', 'GO:0032968', 'GO:0005737', 'GO:0005634', 'GO:0045899', 'GO:0016787', 'GO:0070682', 'GO:0031939', 'GO:0008540', 'GO:0000166', 'GO:0031625', 'GO:1902801', 'GO:0017111', 'GO:0019904'}
Candida_glabrata	CAGL0K08932g		CAGL-IPF3067|CAGL-CDS4340.1|CAG61572.1	ORF|Uncharacterized	Ortholog(s) have DNA 5'-adenosine monophosphate hydrolase activity, DNA-3'-diphospho-5'-guanosine diphosphatase, GMP binding, guanosine binding and mismatched DNA binding, more	HNT3	894415	895191	776	ChrK_C_glabrata_CBS138	OG0000403	{'GO:0019002', 'GO:0003697', 'GO:1905108', 'GO:0033699', 'GO:0006298', 'GO:0005575', 'GO:1990165', 'GO:0008270', 'GO:0003677', 'GO:0006281', 'GO:0030983', 'GO:0120108'}	{'GO:0019002', 'GO:0003697', 'GO:1905108', 'GO:0033699', 'GO:0006298', 'GO:0005575', 'GO:1990165', 'GO:0008270', 'GO:0030983', 'GO:0120108'}
Candida_glabrata	CAGL0K08954g		CAGL-IPF3066|CAGL-CDS4750.1|CAG61573.1	ORF|Uncharacterized	Ortholog(s) have role in mitotic spindle pole body duplication, proteasome-mediated ubiquitin-dependent protein catabolic process, regulation of kinase activity	CDC31	895263	896121	858	ChrK_C_glabrata_CBS138	OG0002153	{'GO:0005509', 'GO:0043161', 'GO:1903087', 'GO:0070390', 'GO:0000111', 'GO:0043549', 'GO:0061496'}	{'GO:0005509', 'GO:0043161', 'GO:1903087', 'GO:0070390', 'GO:0000111', 'GO:0043549', 'GO:0061496'}
Candida_glabrata	CAGL0K08976g		CAGL-IPF3065|CAGL-CDS0830.1|CAG61574.1	ORF|Uncharacterized	Ortholog(s) have role in protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	TRE2	895346	899802	4456	ChrK_C_glabrata_CBS138	OG0000512	{'GO:0043328', 'GO:0005575', 'GO:0008235', 'GO:0008233'}	{'GO:0005575', 'GO:0043328', 'GO:0008233'}
Candida_glabrata	CAGL0K08998g		CAGL-IPF3064|CAGL-CDS4035.1|CAG61575.1	ORF|Uncharacterized	Ortholog(s) have role in ascospore wall assembly and prospore membrane localization	OSW1	898883	899623	740	ChrK_C_glabrata_CBS138	OG0006912	{'GO:0003674', 'GO:0030476', 'GO:0005628'}	{'GO:0003674', 'GO:0030476', 'GO:0005628'}
Candida_glabrata	CAGL0K09020g		CAGL-IPF3063|CAGL-CDS4675.1|CAG61576.1	ORF|Uncharacterized	Ortholog(s) have peptide alpha-N-acetyltransferase activity, role in N-terminal protein amino acid acetylation and NatA complex localization	NAT5	899678	900551	873	ChrK_C_glabrata_CBS138	OG0000991	{'GO:0004596', 'GO:0008080', 'GO:0031415', 'GO:0006474'}	{'GO:0004596', 'GO:0031415', 'GO:0006474'}
Candida_glabrata	CAGL0K09042g		CAGL-IPF3062|CAGL-CDS4785.1|CAG61577.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : TMA16, C. albicans SC5314 : C1_09330W_A, C. dubliniensis CD36 : Cd36_08800, C. parapsilosis CDC317 : CPAR2_207530 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_109868	TMA16	900742	901471	729	ChrK_C_glabrata_CBS138	OG0001376	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0K09064g		CAGL-IPF3061|CAGL-CDS3584.1|CAG61578.1	ORF|Uncharacterized	Ortholog(s) have thiosulfate sulfurtransferase activity, role in tRNA wobble position uridine thiolation and mitochondrion localization	TUM1	901626	902777	1151	ChrK_C_glabrata_CBS138	OG0003719	{'GO:0005739', 'GO:0002143', 'GO:0016783', 'GO:0004792'}	{'GO:0005739', 'GO:0002143', 'GO:0004792'}
Candida_glabrata	CAGL0K09086g		CAGL-IPF3060|CAGL-CDS2387.1|CAG61579.1	ORF|Uncharacterized	Ortholog(s) have RNA binding activity and role in gene looping, mRNA polyadenylation, pre-mRNA cleavage required for polyadenylation, response to drug	CLP1	902948	904498	1550	ChrK_C_glabrata_CBS138	OG0001409	{'GO:0006378', 'GO:0098789', 'GO:0051731', 'GO:0003723', 'GO:0005575', 'GO:0006396', 'GO:0031124', 'GO:0090202', 'GO:0005849', 'GO:0042493'}	{'GO:0006378', 'GO:0098789', 'GO:0003723', 'GO:0005575', 'GO:0090202', 'GO:0042493'}
Candida_glabrata	CAGL0K09108g		CAGL-IPF3059|CAGL-CDS1241.1|CAG61580.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin protein ligase activity, role in anaphase-promoting complex-dependent catabolic process, chromatin assembly, protein ubiquitination and anaphase-promoting complex localization	APC5	904666	906952	2286	ChrK_C_glabrata_CBS138	OG0001635	{'GO:0005680', 'GO:0031145', 'GO:0031497', 'GO:0016567', 'GO:0061630'}	{'GO:0005680', 'GO:0031145', 'GO:0031497', 'GO:0016567', 'GO:0061630'}
Candida_glabrata	CAGL0K09130g		CAGL-IPF3057|CAGL-CDS3822.1|CAG61581.1	ORF|Uncharacterized	Putative adhesin-like protein	SRL1	906802	908391	1589	ChrK_C_glabrata_CBS138	OG0006541	{'GO:0003674', 'GO:0005934', 'GO:0009277', 'GO:0031505', 'GO:0006139'}	{'GO:0003674', 'GO:0005934', 'GO:0009277', 'GO:0031505', 'GO:0006139'}
Candida_glabrata	CAGL0K09152g		CAGL-IPF3054|CAGL-CDS3343.1|CAG61582.1	ORF|Uncharacterized	Ortholog(s) have role in vacuolar protein processing, vacuole organization and mitochondrion localization	ENV9	907051	911951	4900	ChrK_C_glabrata_CBS138	OG0001222	{'GO:0005739', 'GO:0007033', 'GO:0006624', 'GO:0016491'}	{'GO:0005739', 'GO:0007033', 'GO:0006624', 'GO:0016491'}
Candida_glabrata	CAGL0K09174r	tS(CGA)1	tRNA-Ser (CGA)	tRNA|Uncharacterized	tRNA-Ser, predicted by tRNAscan-SE; CGA anticodon		911560	911660	100	ChrK_C_glabrata_CBS138		{'GO:0033408', 'GO:0002182', 'GO:0005575'}	{'GO:0033408', 'GO:0002182', 'GO:0005575'}
Candida_glabrata	CAGL0K09218g		CAGL-IPF3052|CAGL-CDS1568.1|CAG61583.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YCR061W, C. albicans SC5314 : C1_10360C_A, C. dubliniensis CD36 : Cd36_09760, C. parapsilosis CDC317 : CPAR2_207300 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_115616	YCR061W	911777	913851	2074	ChrK_C_glabrata_CBS138	OG0000941	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0K09240g		CAGL-IPF3050|CAGL-CDS4912.1|CAG61584.1	ORF|Uncharacterized	Ortholog(s) have chaperone binding activity, role in box C/D snoRNP assembly, protein folding and R2TP complex localization	TAH1	913902	914421	519	ChrK_C_glabrata_CBS138	OG0006378	{'GO:0097255', 'GO:0000492', 'GO:0006457', 'GO:0005515', 'GO:0051087'}	{'GO:0006457', 'GO:0051087', 'GO:0097255', 'GO:0000492'}
Candida_glabrata	CAGL0K09262g		CAGL-IPF3049|CAGL-CDS3928.1|CAG61585.1	ORF|Uncharacterized	Ortholog(s) have actin monomer binding, polysome binding, protein kinase inhibitor activity, ribosome binding activity, role in negative regulation of protein phosphorylation and ribosome localization	YIH1	914058	915613	1555	ChrK_C_glabrata_CBS138	OG0002707	{'GO:0004860', 'GO:0005515', 'GO:1905538', 'GO:0001933', 'GO:0003785', 'GO:0043022', 'GO:0005840'}	{'GO:0004860', 'GO:1905538', 'GO:0001933', 'GO:0003785', 'GO:0043022', 'GO:0005840'}
Candida_glabrata	CAGL0K09284g		CAGL-IPF3048|CAGL-CDS0583.1|CAG61586.1	ORF|Uncharacterized	Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	PWP2	915625	918682	3057	ChrK_C_glabrata_CBS138	OG0002394	{'GO:0030010', 'GO:0003674', 'GO:0005737', 'GO:0000447', 'GO:0032040', 'GO:0005515', 'GO:0000920', 'GO:0000480', 'GO:0034388', 'GO:0000472'}	{'GO:0030010', 'GO:0003674', 'GO:0005737', 'GO:0000447', 'GO:0032040', 'GO:0000920', 'GO:0000480', 'GO:0034388', 'GO:0000472'}
Candida_glabrata	CAGL0K09306g		CAGL-IPF8784|CAGL-CDS1908.1|CAG61587.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : CTR86, C. albicans SC5314 : C5_02280C_A, C. dubliniensis CD36 : Cd36_52090, C. parapsilosis CDC317 : CPAR2_304340 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_106551	CTR86	918738	920746	2008	ChrK_C_glabrata_CBS138	OG0003501	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0K09328g	THR4	CAGL-IPF8785|CAGL-CDS2003.1|CAG61588.1	ORF|Uncharacterized	Threonine synthase	THR4	919898	922361	2463	ChrK_C_glabrata_CBS138	OG0000772	{'GO:0030170', 'GO:0009088', 'GO:0004795', 'GO:0006520', 'GO:0062040'}	{'GO:0009088', 'GO:0062040', 'GO:0004795'}
Candida_glabrata	CAGL0K09350g		CAGL-IPF8786|CAGL-CDS2545.1|CAG61589.1	ORF|Uncharacterized	Ortholog(s) have AMP-activated protein kinase activity	SIP2	922547	924387	1840	ChrK_C_glabrata_CBS138	OG0000213	{'GO:2000222', 'GO:0045859', 'GO:0005737', 'GO:0006468', 'GO:0043254', 'GO:0001302', 'GO:0001403', 'GO:0005515', 'GO:0004679', 'GO:0007165', 'GO:0031588', 'GO:0005886', 'GO:0042149'}	{'GO:2000222', 'GO:0005737', 'GO:0043254', 'GO:0006468', 'GO:0001302', 'GO:0001403', 'GO:0004679', 'GO:0007165', 'GO:0031588', 'GO:0005886', 'GO:0042149'}
Candida_glabrata	CAGL0K09372g		CAGL-IPF8789|CAGL-CDS2791.1|CAG61590.1	ORF|Uncharacterized	Ortholog(s) have DNA-binding transcription repressor activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	MIG2	925596	926871	1275	ChrK_C_glabrata_CBS138	OG0000282	{'GO:0005739', 'GO:0045944', 'GO:1900436', 'GO:0005634', 'GO:0000433', 'GO:0000122', 'GO:0001227', 'GO:0000978'}	{'GO:0005739', 'GO:0045944', 'GO:1900436', 'GO:0005634', 'GO:0000433', 'GO:0000122', 'GO:0001227', 'GO:0000978'}
Candida_glabrata	CAGL0K09394g		CAGL-IPF8792|CAGL-CDS4246.1|CAG61591.1	ORF|Uncharacterized	Ortholog(s) have GTPase activity, role in cellular response to drug, early endosome to Golgi transport, exocytosis and Golgi apparatus, endosome localization	YPT32	929020	930801	1781	ChrK_C_glabrata_CBS138	OG0000383	{'GO:0007264', 'GO:0006886', 'GO:0005768', 'GO:0015031', 'GO:0006887', 'GO:0005794', 'GO:0003924', 'GO:0035690', 'GO:0006913', 'GO:0034498', 'GO:0007165', 'GO:0016020', 'GO:0005525'}	{'GO:0007264', 'GO:0006886', 'GO:0005768', 'GO:0015031', 'GO:0003924', 'GO:0006887', 'GO:0005794', 'GO:0035690', 'GO:0006913', 'GO:0034498', 'GO:0007165', 'GO:0016020', 'GO:0005525'}
Candida_glabrata	CAGL0K09416g		CAGL-IPF8793|CAGL-CDS3097.1|CAG61592.1	ORF|Uncharacterized	Ortholog(s) have tRNA binding activity, role in protein urmylation, tRNA wobble position uridine thiolation and cytosolic tRNA wobble base thiouridylase complex localization	NCS6	931008	932191	1183	ChrK_C_glabrata_CBS138	OG0002125	{'GO:0032447', 'GO:0002143', 'GO:0000049', 'GO:0002098', 'GO:0008033', 'GO:0034227', 'GO:0002144'}	{'GO:0000049', 'GO:0002144', 'GO:0032447', 'GO:0002143'}
Candida_glabrata	CAGL0K09438g		CAGL-IPF8794|CAGL-CDS0873.1|CAG61593.1	ORF|Uncharacterized	Ortholog(s) have chromatin binding activity	ELG1	932377	934971	2594	ChrK_C_glabrata_CBS138	OG0002652	{'GO:0005524', 'GO:0003682', 'GO:0031391', 'GO:0006261', 'GO:0016887', 'GO:0010526', 'GO:0090618', 'GO:0000724', 'GO:0007064'}	{'GO:0005524', 'GO:0003682', 'GO:0031391', 'GO:0006261', 'GO:0010526', 'GO:0090618', 'GO:0000724', 'GO:0007064'}
Candida_glabrata	CAGL0K09460g		CAGL-IPF8796|CAGL-CDS3911.1|CAG61594.1	ORF|Uncharacterized	Putative nucleolar protein required for pre-rRNA processing; gene is downregulated in azole-resistant strain	PNO1	935202	936221	1019	ChrK_C_glabrata_CBS138	OG0001565	{'GO:0005730', 'GO:0003676', 'GO:0000447', 'GO:0003723', 'GO:0043248', 'GO:0000472', 'GO:0051082'}	{'GO:0005730', 'GO:0000447', 'GO:0003723', 'GO:0043248', 'GO:0000472', 'GO:0051082'}
Candida_glabrata	CAGL0K09482g		CAGL-IPF8800|CAGL-CDS1273.1|CAG61595.1	ORF|Uncharacterized	Ortholog(s) have role in cellular ion homeostasis, mitochondrion inheritance and mitochondrial inner membrane localization	MDM32	936286	938677	2391	ChrK_C_glabrata_CBS138	OG0006507	{'GO:0006873', 'GO:0003674', 'GO:0007005', 'GO:0005743', 'GO:0000001'}	{'GO:0006873', 'GO:0000001', 'GO:0003674', 'GO:0005743'}
Candida_glabrata	CAGL0K09504g		CAGL-IPF8801|CAGL-CDS4672.1|CAG61596.1	ORF|Uncharacterized	Ortholog(s) have ATPase activator activity, role in mRNA splicing, via spliceosome, positive regulation of ATPase activity and spliceosomal complex localization	SPP2	938110	939588	1478	ChrK_C_glabrata_CBS138	OG0003671	{'GO:0032781', 'GO:0003676', 'GO:0001671', 'GO:0005681', 'GO:0000398'}	{'GO:0032781', 'GO:0003676', 'GO:0001671', 'GO:0005681', 'GO:0000398'}
Candida_glabrata	CAGL0K09526g		CAGL-IPF8802|CAGL-CDS2557.1|CAG61597.1	ORF|Uncharacterized	Ortholog(s) have role in CENP-A containing chromatin organization and nuclear chromatin, nuclear periphery, proteasome regulatory particle, base subcomplex localization		938866	941881	3015	ChrK_C_glabrata_CBS138	OG0003731	{'GO:0005524', 'GO:0036402', 'GO:0005737', 'GO:0016787', 'GO:0030163', 'GO:0008540', 'GO:0016887', 'GO:0034399', 'GO:0000166', 'GO:0000790', 'GO:0061641', 'GO:0017111'}	{'GO:0005524', 'GO:0005737', 'GO:0016787', 'GO:0030163', 'GO:0008540', 'GO:0034399', 'GO:0000166', 'GO:0000790', 'GO:0061641', 'GO:0017111'}
Candida_glabrata	CAGL0K09548g		CAGL-IPF8804|CAGL-CDS2095.1|CAG61598.1	ORF|Uncharacterized	Ortholog(s) have alpha-1,2-mannosyltransferase activity, dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity and role in GPI anchor biosynthetic process, fungal-type cell wall biogenesis, plasmid maintenance	SMP3	940664	942910	2246	ChrK_C_glabrata_CBS138	OG0002751	{'GO:0004584', 'GO:0031227', 'GO:0016757', 'GO:0006506', 'GO:0009272', 'GO:0000026', 'GO:0006276'}	{'GO:0004584', 'GO:0031227', 'GO:0006506', 'GO:0009272', 'GO:0000026', 'GO:0006276'}
Candida_glabrata	CAGL0K09570g		CAGL-IPF8805|CAGL-CDS2785.1|CAG61599.1	ORF|Uncharacterized	Ortholog(s) have diacylglycerol cholinephosphotransferase activity, role in CDP-choline pathway and Golgi apparatus, mitochondrial outer membrane localization	CPT1	942375	945061	2686	ChrK_C_glabrata_CBS138	OG0000553	{'GO:0005741', 'GO:0008654', 'GO:0005794', 'GO:0006657', 'GO:0016020', 'GO:0016780', 'GO:0004142'}	{'GO:0005794', 'GO:0005741', 'GO:0004142', 'GO:0006657'}
Candida_glabrata	CAGL0K09592g		CAGL-IPF12841|CAG61600.1	ORF|Uncharacterized	Ortholog(s) have mitochondrion targeting sequence binding, protein transmembrane transporter activity	TOM22	943787	945285	1498	ChrK_C_glabrata_CBS138	OG0003223	{'GO:0030943', 'GO:0006886', 'GO:0005742', 'GO:0043496', 'GO:0031307', 'GO:0030150', 'GO:0030448', 'GO:0005886', 'GO:0045040', 'GO:0008320', 'GO:0005741'}	{'GO:0030943', 'GO:0005742', 'GO:0043496', 'GO:0031307', 'GO:0030150', 'GO:0030448', 'GO:0005886', 'GO:0045040', 'GO:0008320'}
Candida_glabrata	CAGL0K09614g		CAGL-IPF8808|CAGL-CDS0374.1|CAG61601.1	ORF|Uncharacterized	Ortholog(s) have rRNA cytidine N-acetyltransferase activity and role in rRNA acetylation involved in maturation of SSU-rRNA	KRE33	945347	948642	3295	ChrK_C_glabrata_CBS138	OG0001112	{'GO:0005524', 'GO:1904812', 'GO:0016072', 'GO:0034470', 'GO:1990883', 'GO:0005575', 'GO:0008080'}	{'GO:0005575', 'GO:1990883', 'GO:1904812'}
Candida_glabrata	CAGL0K09636r	tF(GAA)6	tRNA-Phe (GAA)	tRNA|Uncharacterized	tRNA-Phe, predicted by tRNAscan-SE; GAA anticodon		948884	948981	97	ChrK_C_glabrata_CBS138		{'GO:0005575', 'GO:0033402', 'GO:0002182'}	{'GO:0005575', 'GO:0033402', 'GO:0002182'}
Candida_glabrata	CAGL0K09680g		CAGL-IPF3171|CAGL-CDS4786.1|CAG61602.1	ORF|Uncharacterized	Ortholog(s) have role in double-strand break repair via nonhomologous end joining	FYV6	949081	950153	1072	ChrK_C_glabrata_CBS138	OG0006888	{'GO:0005575', 'GO:0006303', 'GO:0003674'}	{'GO:0005575', 'GO:0006303', 'GO:0003674'}
Candida_glabrata	CAGL0K09702g		CAGL-IPF3173|CAGL-CDS2951.1|CAG61603.1	ORF|Uncharacterized	Putative stress-induced alcohol dehydrogenase; gene is upregulated in azole-resistant strain; protein differentially expressed in azole resistant strain	YNL134C	950241	951496	1255	ChrK_C_glabrata_CBS138	OG0005602	{'GO:0055114', 'GO:0004029', 'GO:1901426', 'GO:0005575', 'GO:0008270', 'GO:0016491', 'GO:0016747'}	{'GO:0055114', 'GO:0004029', 'GO:1901426', 'GO:0005575', 'GO:0008270', 'GO:0016747'}
Candida_glabrata	CAGL0K09724g	FPR1	CAGL-IPF3174|CAGL-CDS5258.1|CAG61604.1	ORF|Uncharacterized	Peptidyl-prolyl cis-trans isomerase; expression upregulated in biofilm vs planktonic cell culture	FPR1	951731	952300	569	ChrK_C_glabrata_CBS138	OG0001867	{'GO:0006325', 'GO:0000747', 'GO:1901710', 'GO:0006457', 'GO:0035690', 'GO:0003755', 'GO:0005527', 'GO:0062040', 'GO:0031929'}	{'GO:0006325', 'GO:0006457', 'GO:1901710', 'GO:0000747', 'GO:0035690', 'GO:0003755', 'GO:0005527', 'GO:0062040', 'GO:0031929'}
Candida_glabrata	CAGL0K09746g		CAGL-IPF3175|CAGL-CDS0670.1|CAG61605.1	ORF|Uncharacterized	Ortholog(s) have role in DNA repair, histone acetylation, regulation of transcription by RNA polymerase II and NuA4 histone acetyltransferase complex localization	EAF7	951738	955251	3513	ChrK_C_glabrata_CBS138	OG0001499	{'GO:0006281', 'GO:0003674', 'GO:0005634', 'GO:0035267', 'GO:0006355', 'GO:0006357', 'GO:0016573', 'GO:0043189'}	{'GO:0006281', 'GO:0003674', 'GO:0035267', 'GO:0006357', 'GO:0016573'}
Candida_glabrata	CAGL0K09768g		CAGL-IPF3177|CAGL-CDS2164.1|CAG61606.1	ORF|Uncharacterized	Ortholog(s) have structural constituent of ribosome activity and mitochondrial membrane, mitochondrial small ribosomal subunit localization	NAM9	955084	957559	2475	ChrK_C_glabrata_CBS138	OG0001549	{'GO:0008150', 'GO:0019843', 'GO:0003735', 'GO:0031966', 'GO:0005763', 'GO:0003723', 'GO:0015935', 'GO:0006412'}	{'GO:0008150', 'GO:0031966', 'GO:0003735', 'GO:0003723', 'GO:0005763'}
